# H系 長パルス 送信種データ No.1
# NLFM 32u 1.63M@58.75(21.25MHz)
# パルス幅32us用
# T=38(40); B=1.63; r=5.5/T*2;
# 送信種データ(I),送信種データ(Q)
1	,	32430
35426	,	108
65157	,	37736
25513	,	64722
1408	,	23262
44477	,	2163
62462	,	46623
16834	,	61401
5341	,	14836
52607	,	6688
57366	,	54416
9420	,	55760
11500	,	7839
59152	,	13335
50265	,	60473
3882	,	48239
19403	,	2849
63566	,	21579
41721	,	64289
686	,	39438
28415	,	290
65474	,	30757
32423	,	65534
111	,	30070
37806	,	389
64699	,	40123
23132	,	64087
2224	,	20901
46805	,	3158
61287	,	48904
14615	,	60048
6869	,	12693
54661	,	8387
55502	,	56366
7586	,	53735
13678	,	6134
60713	,	15657
47808	,	61880
2641	,	45657
22097	,	1785
64442	,	24375
38837	,	64968
211	,	36481
31432	,	27
65519	,	33818
29335	,	65355
516	,	26970
40900	,	1025
63833	,	43194
20102	,	62989
3552	,	17929
49701	,	4714
59508	,	51707
11923	,	58051
9077	,	10129
57080	,	10799
52896	,	58625
5504	,	50946
16638	,	4244
62398	,	18775
44546	,	63345
1407	,	42267
25599	,	793
65183	,	27971
35165	,	65448
0	,	32752
35198	,	90
65177	,	37601
25557	,	64732
1422	,	23217
44607	,	2213
62363	,	46832
16553	,	61243
5570	,	14491
53007	,	6997
56968	,	54860
8942	,	55264
12099	,	7340
59658	,	14042
49445	,	60974
3400	,	47304
20453	,	2401
63965	,	22745
40442	,	64624
428	,	38049
29909	,	124
65533	,	32349
30742	,	65473
304	,	28309
39637	,	728
64205	,	42010
21202	,	63427
3059	,	18942
48776	,	4176
60081	,	50871
12670	,	58649
8465	,	10788
56507	,	10180
53511	,	58134
5916	,	51549
16055	,	4582
62129	,	18220
45068	,	63139
1557	,	42749
25163	,	894
65123	,	27583
35500	,	65421
1	,	33032
34975	,	74
65201	,	37435
25666	,	64757
1406	,	23270
44607	,	2213
62339	,	46883
16455	,	61187
5664	,	14352
53183	,	7136
56778	,	55066
8713	,	55019
12404	,	7095
59911	,	14411
49011	,	61226
3157	,	46802
21023	,	2176
64163	,	23383
39736	,	64786
312	,	37279
30741	,	62
65532	,	33239
29800	,	65401
456	,	27320
40665	,	965
63874	,	43070
20119	,	62996
3594	,	17846
49877	,	4821
59323	,	51965
11594	,	57776
9454	,	9741
57513	,	11287
52288	,	59087
5029	,	50211
17504	,	3772
62850	,	19775
43411	,	63759
1050	,	40997
27001	,	511
65372	,	29500
33516	,	65527
48	,	30990
37061	,	282
64825	,	39552
23530	,	64207
2135	,	21132
46733	,	3125
61243	,	48982
14401	,	59905
7132	,	12358
55099	,	8788
54947	,	56888
7002	,	53013
14580	,	5511
61352	,	16747
46523	,	62509
2049	,	44174
23780	,	1256
64882	,	26255
36765	,	65291
32	,	34224
33862	,	18
65333	,	36407
26604	,	64951
1162	,	24116
43856	,	1933
62644	,	46227
17019	,	61503
5349	,	14824
52797	,	6834
57057	,	54762
8942	,	55264
12203	,	7256
59810	,	14262
49099	,	61176
3168	,	46824
21073	,	2157
64200	,	23508
39533	,	64829
274	,	36997
31102	,	42
65523	,	33677
29287	,	65350
559	,	26737
41313	,	1133
63631	,	43775
19365	,	62669
4014	,	17051
50700	,	5342
58694	,	52806
10746	,	57033
10315	,	8900
58332	,	12269
51183	,	59871
4293	,	48984
18853	,	3101
63442	,	21243
41829	,	64258
659	,	39308
28790	,	242
65506	,	31379
31556	,	65513
221	,	28963
39142	,	625
64302	,	41673
21386	,	63496
3041	,	18981
48873	,	4230
59934	,	51091
12341	,	58390
8852	,	10367
57001	,	10711
52823	,	58681
5338	,	50695
17084	,	3996
62698	,	19429
43675	,	63667
1096	,	41174
26918	,	526
65373	,	29512
33406	,	65529
60	,	30784
37361	,	323
64740	,	39943
23055	,	64063
2351	,	20579
47355	,	3425
60846	,	49660
13677	,	59400
7753	,	11602
55873	,	9532
54072	,	57665
6239	,	52003
15727	,	4779
62036	,	18033
45100	,	63126
1515	,	42616
25467	,	823
65196	,	28064
34843	,	65470
4	,	32200
35976	,	157
65013	,	38596
24355	,	64437
1880	,	21825
46169	,	2865
61489	,	48542
14723	,	60119
6965	,	12570
54987	,	8683
54974	,	56864
6952	,	52950
14743	,	5402
61504	,	17020
46133	,	62686
1864	,	43663
24416	,	1082
65027	,	27016
35881	,	65387
3	,	33220
34979	,	74
65173	,	37630
25286	,	64670
1580	,	22715
45326	,	2501
61910	,	47749
15462	,	60593
6445	,	13252
54364	,	8123
55568	,	56302
7451	,	53572
14099	,	5838
61132	,	16360
46803	,	62377
2110	,	44337
23743	,	1267
64901	,	26350
36535	,	65318
18	,	33858
34362	,	38
65256	,	37037
25851	,	64797
1413	,	23248
44825	,	2299
62145	,	47284
15889	,	60854
6161	,	13641
54015	,	7822
55884	,	55992
7722	,	53897
13769	,	6069
60938	,	16029
47132	,	62219
2234	,	44659
23430	,	1358
64839	,	26049
36821	,	65284
28	,	34127
34112	,	27
65285	,	36808
26058	,	64841
1357	,	23433
44663	,	2235
62213	,	47145
16006	,	60924
6093	,	13736
53939	,	7758
55940	,	55936
7761	,	53944
13734	,	6094
60925	,	16008
47137	,	62217
2229	,	44647
23461	,	1349
64850	,	26098
36753	,	65292
24	,	34040
34218	,	32
65270	,	36931
25918	,	64812
1403	,	23279
44830	,	2301
62126	,	47322
15821	,	60813
6229	,	13546
54131	,	7921
55748	,	56126
7576	,	53722
13985	,	5917
61090	,	16288
46828	,	62366
2100	,	44310
23825	,	1243
64928	,	26487
36340	,	65340
10	,	33607
34668	,	55
65207	,	37396
25443	,	64706
1553	,	22797
45314	,	2497
61882	,	47804
15346	,	60521
6571	,	13083
54578	,	8312
55309	,	56551
7178	,	53235
14518	,	5552
61418	,	16865
46209	,	62652
1860	,	43653
24516	,	1055
65061	,	27209
35592	,	65413
0	,	32838
35452	,	110
65084	,	38190
24645	,	64513
1818	,	22002
46101	,	2835
61471	,	48574
14598	,	60037
7126	,	12365
55259	,	8938
54616	,	57189
6590	,	52478
15337	,	5020
61887	,	17741
45281	,	63052
1534	,	42678
25531	,	808
65224	,	28259
34516	,	65489
16	,	31742
36560	,	220
64878	,	39301
23539	,	64209
2220	,	20909
47171	,	3335
60874	,	49613
13600	,	59345
7911	,	11415
56151	,	9812
53656	,	58014
5839	,	51438
16451	,	4351
62467	,	18923
44039	,	63536
1153	,	41384
26870	,	535
65385	,	29632
33117	,	65534
90	,	30328
37980	,	417
64557	,	40715
22141	,	63765
2788	,	19539
48502	,	4025
60064	,	50895
12378	,	58419
8948	,	10264
57221	,	10955
52413	,	58993
4960	,	50102
17871	,	3581
63120	,	20419
42477	,	64064
756	,	39767
28531	,	274
65504	,	31326
31403	,	65507
265	,	28606
39697	,	740
64083	,	42414
20474	,	63142
3558	,	17917
50068	,	4939
59011	,	52390
10967	,	57231
10265	,	8948
58430	,	12392
50865	,	60085
3997	,	48452
19612	,	2756
63798	,	22239
40590	,	64588
392	,	37825
30513	,	77
65531	,	33333
29384	,	65360
587	,	26591
41691	,	1238
63411	,	44374
18564	,	62297
4572	,	16072
51831	,	6116
57676	,	54059
9407	,	55747
11890	,	7512
59731	,	14147
48990	,	61238
3002	,	46471
21686	,	1930
64447	,	24393
38373	,	65053
119	,	35560
32809	,	0
65409	,	35643
27078	,	65038
1111	,	24306
43939	,	1963
62489	,	46565
16447	,	61182
5874	,	14046
53750	,	7599
56022	,	55854
7751	,	53932
13854	,	6009
61066	,	16247
46768	,	62394
2037	,	44143
24105	,	1165
65003	,	26884
35827	,	65392
0	,	32979
35406	,	106
65076	,	38238
24506	,	64477
1897	,	21778
46403	,	2972
61263	,	48947
14167	,	59745
7514	,	11887
55770	,	9430
54010	,	57717
6060	,	51753
16184	,	4505
62369	,	18714
44183	,	63483
1173	,	41457
26871	,	534
65393	,	29710
32962	,	65535
109	,	30097
38284	,	467
64462	,	41088
21706	,	63612
3010	,	19048
49039	,	4325
59676	,	51467
11782	,	57934
9536	,	9658
57824	,	11651
51605	,	59579
4407	,	49182
18905	,	3076
63561	,	21564
41225	,	64425
490	,	38413
29978	,	118
65535	,	32857
29798	,	65401
522	,	26941
41406	,	1159
63494	,	44153
18723	,	62373
4512	,	16172
51785	,	6083
57674	,	54061
9363	,	55702
11984	,	7434
59834	,	14298
48779	,	61357
2878	,	46196
22027	,	1810
64552	,	24801
37898	,	65131
77	,	35021
33409	,	6
65345	,	36300
26371	,	64905
1321	,	23556
44723	,	2258
62100	,	47374
15624	,	60693
6468	,	13220
54565	,	8301
55208	,	56646
6996	,	53005
14892	,	5305
61706	,	17395
45515	,	62954
1569	,	42788
25552	,	804
65245	,	28416
34220	,	65503
32	,	31309
37126	,	291
64729	,	39993
22732	,	63961
2589	,	20000
48166	,	3843
60209	,	50676
12489	,	58507
8933	,	10280
57286	,	11029
52238	,	59123
4783	,	49815
18280	,	3376
63332	,	20955
41809	,	64263
591	,	38966
29462	,	167
65533	,	32382
30229	,	65437
455	,	27325
41072	,	1069
63598	,	43869
18958	,	62483
4404	,	16359
51645	,	5983
57757	,	53963
9423	,	55763
11952	,	7460
59835	,	14299
48740	,	61379
2842	,	46116
22152	,	1767
64594	,	24970
37683	,	65165
60	,	34761
33713	,	13
65305	,	36645
25988	,	64826
1446	,	23140
45167	,	2436
61864	,	47838
15146	,	60394
6835	,	12736
55047	,	8739
54697	,	57115
6547	,	52421
15551	,	4887
62083	,	18127
44712	,	63281
1303	,	41919
26485	,	607
65363	,	29405
33182	,	65533
98	,	30229
38239	,	459
64451	,	41127
21586	,	63569
3100	,	18854
49299	,	4475
59453	,	51784
11421	,	57628
9935	,	9264
58236	,	12150
51001	,	59994
4005	,	48467
19731	,	2704
63886	,	22502
40178	,	64687
309	,	37261
31228	,	36
65504	,	34196
28382	,	65241
825	,	25461
42937	,	1617
62868	,	45716
17145	,	61572
5498	,	14599
53333	,	7257
56308	,	55562
7932	,	54144
13733	,	6095
61057	,	16232
46667	,	62441
1954	,	43916
24464	,	1069
65089	,	27378
35198	,	65445
4	,	32218
36294	,	190
64890	,	39242
23398	,	64167
2350	,	20580
47673	,	3586
60471	,	50268
12817	,	58762
8698	,	10532
57103	,	10824
52402	,	59002
4853	,	49928
18223	,	3404
63335	,	20962
41735	,	64285
564	,	38821
29679	,	145
65535	,	32670
29871	,	65407
529	,	26902
41555	,	1200
63400	,	44403
18380	,	62208
4766	,	15748
52277	,	6441
57199	,	54604
8786	,	55098
12727	,	6843
60419	,	15185
47744	,	61913
2372	,	45010
23362	,	1378
64887	,	26279
36284	,	65346
4	,	33281
35262	,	95
65074	,	38250
24343	,	64434
2008	,	21471
46841	,	3176
60941	,	49500
13517	,	59285
8132	,	11161
56547	,	10222
53030	,	58519
5261	,	50576
17566	,	3739
63072	,	20302
42391	,	64091
691	,	39466
29052	,	211
65528	,	32067
30446	,	65453
435	,	27443
41050	,	1063
63573	,	43938
18803	,	62411
4539	,	16127
51942	,	6195
57456	,	54313
9034	,	55361
12463	,	7049
60252	,	14926
47993	,	61783
2468	,	45246
23144	,	1444
64846	,	26082
36457	,	65327
6	,	33428
35142	,	86
65089	,	38157
24408	,	64451
1994	,	21509
46828	,	3170
60935	,	49511
13485	,	59262
8175	,	11112
56611	,	10290
52937	,	58593
5182	,	50453
17718	,	3660
63147	,	20486
42175	,	64156
641	,	39219
29329	,	180
65533	,	32372
30116	,	65428
495	,	27091
41421	,	1163
63430	,	44324
18408	,	62222
4777	,	15729
52337	,	6485
57113	,	54700
8663	,	54965
12912	,	6700
60572	,	15428
47440	,	62067
2228	,	44644
23791	,	1253
64982	,	26769
35734	,	65401
0	,	32675
35918	,	151
64947	,	38950
23606	,	64229
2300	,	20707
47622	,	3560
60459	,	50287
12736	,	58700
8822	,	10399
57278	,	11019
52127	,	59205
4634	,	49568
18674	,	3185
63539	,	21506
41098	,	64459
435	,	38093
30495	,	78
65526	,	33569
28899	,	65306
735	,	25865
42644	,	1523
62947	,	45531
17228	,	61617
5504	,	14589
53425	,	7331
56152	,	55722
7718	,	53892
14090	,	5844
61327	,	16702
46077	,	62711
1706	,	43203
25299	,	862
65234	,	28333
34127	,	65507
45	,	31040
37567	,	353
64586	,	40598
21975	,	63707
2982	,	19109
49172	,	4401
59461	,	51772
11331	,	57551
10116	,	9090
58476	,	12450
50570	,	60278
3700	,	47894
20452	,	2402
64160	,	23373
39156	,	64907
169	,	36092
32538	,	0
65410	,	35635
26828	,	64993
1248	,	23808
44668	,	2237
62036	,	47502
15330	,	60511
6799	,	12783
55120	,	8807
54504	,	57288
6299	,	52085
16044	,	4588
62404	,	18789
43875	,	63596
1025	,	40903
27678	,	397
65475	,	30771
31653	,	65517
272	,	28551
40048	,	819
63881	,	43048
19580	,	62765
4158	,	16791
51389	,	5805
57839	,	53867
9381	,	55720
12142	,	7306
60075	,	14656
48200	,	61674
2524	,	45381
23088	,	1462
64852	,	26111
36340	,	65340
3	,	33222
35435	,	108
65024	,	38533
23955	,	64328
2190	,	20987
47409	,	3452
60553	,	50137
12828	,	58770
8785	,	10439
57282	,	11025
52072	,	59245
4568	,	49457
18847	,	3103
63625	,	21743
40794	,	64537
376	,	37723
30930	,	51
65510	,	34066
28345	,	65236
871	,	25261
43290	,	1735
62651	,	46211
16526	,	61227
5993	,	13877
54134	,	7924
55451	,	56415
7056	,	53082
15009	,	5229
61881	,	17730
44946	,	63188
1319	,	41974
26619	,	581
65395	,	29734
32657	,	65535
161	,	29514
39136	,	624
64151	,	42192
20374	,	63101
3764	,	17518
50732	,	5363
58319	,	53282
9892	,	56229
11613	,	7743
59710	,	14117
48741	,	61379
2753	,	45915
22569	,	1627
64745	,	25613
36811	,	65285
12	,	33662
35031	,	78
65087	,	38169
24277	,	64417
2084	,	21267
47171	,	3335
60674	,	49942
12983	,	58888
8676	,	10556
57200	,	10931
52144	,	59192
4596	,	49504
18829	,	3112
63630	,	21757
40746	,	64549
364	,	37639
31050	,	45
65503	,	34220
28158	,	65210
923	,	25043
43535	,	1819
62529	,	46478
16242	,	61063
6204	,	13581
54435	,	8185
55137	,	56712
6769	,	52713
15434	,	4960
62124	,	18209
44413	,	63396
1154	,	41390
27250	,	467
65450	,	30408
31947	,	65525
244	,	28773
39899	,	785
63907	,	42969
19592	,	62770
4186	,	16742
51493	,	5877
57712	,	54016
9196	,	55530
12403	,	7096
60297	,	14995
47780	,	61894
2319	,	44877
23677	,	1286
64984	,	26783
35590	,	65414
2	,	32399
36324	,	193
64841	,	39478
22965	,	64035
2603	,	19966
48446	,	3994
59876	,	51176
11805	,	57953
9746	,	9449
58219	,	12129
50825	,	60111
3793	,	48072
20363	,	2438
64163	,	23382
39043	,	64929
147	,	35873
